name,period,title,description,id,value,datetime_insights_pulled
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18001667618673220,434,2025-03-14 11:39:01
views,lifetime,Views,The number of times your post was played or displayed.,18001667618673220,5801,2025-03-14 11:39:01
comments,lifetime,Comments,The number of comments on your post.,17940715253882881,2,2025-03-14 11:39:01
follows,lifetime,Follows,This is how many accounts started following you.,17940715253882881,7,2025-03-14 11:39:01
likes,lifetime,Likes,The number of likes on your post.,17940715253882881,166,2025-03-14 11:39:01
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17940715253882881,0,2025-03-14 11:39:01
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17940715253882881,100,2025-03-14 11:39:01
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17940715253882881,3941,2025-03-14 11:39:01
saved,lifetime,Saved,The number of saves of your post.,17940715253882881,15,2025-03-14 11:39:01
shares,lifetime,Shares,The number of shares of your post.,17940715253882881,2,2025-03-14 11:39:01
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17940715253882881,185,2025-03-14 11:39:01
views,lifetime,Views,The number of times your post was played or displayed.,17940715253882881,4405,2025-03-14 11:39:01
comments,lifetime,Comments,The number of comments on your post.,18108366610417957,35,2025-03-14 11:39:02
follows,lifetime,Follows,This is how many accounts started following you.,18108366610417957,5,2025-03-14 11:39:02
likes,lifetime,Likes,The number of likes on your post.,18108366610417957,320,2025-03-14 11:39:02
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18108366610417957,0,2025-03-14 11:39:02
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18108366610417957,76,2025-03-14 11:39:02
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18108366610417957,4075,2025-03-14 11:39:02
saved,lifetime,Saved,The number of saves of your post.,18108366610417957,12,2025-03-14 11:39:02
shares,lifetime,Shares,The number of shares of your post.,18108366610417957,7,2025-03-14 11:39:02
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18108366610417957,374,2025-03-14 11:39:02
views,lifetime,Views,The number of times your post was played or displayed.,18108366610417957,4725,2025-03-14 11:39:02
comments,lifetime,Comments,The number of comments on your post.,18048046354766817,10,2025-03-14 11:39:02
follows,lifetime,Follows,This is how many accounts started following you.,18048046354766817,1,2025-03-14 11:39:02
likes,lifetime,Likes,The number of likes on your post.,18048046354766817,122,2025-03-14 11:39:02
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18048046354766817,1,2025-03-14 11:39:02
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18048046354766817,26,2025-03-14 11:39:02
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18048046354766817,2730,2025-03-14 11:39:02
saved,lifetime,Saved,The number of saves of your post.,18048046354766817,3,2025-03-14 11:39:02
shares,lifetime,Shares,The number of shares of your post.,18048046354766817,1,2025-03-14 11:39:02
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18048046354766817,136,2025-03-14 11:39:02
views,lifetime,Views,The number of times your post was played or displayed.,18048046354766817,3118,2025-03-14 11:39:02
comments,lifetime,Comments,The number of comments on your reel.,18054852703656389,8,2025-03-14 11:39:03
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18054852703656389,7282,2025-03-14 11:39:03
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18054852703656389,34860733,2025-03-14 11:39:03
likes,lifetime,Likes,The number of likes on your reel.,18054852703656389,296,2025-03-14 11:39:03
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18054852703656389,5202,2025-03-14 11:39:03
saved,lifetime,Saved,The number of saves of your reel.,18054852703656389,15,2025-03-14 11:39:03
shares,lifetime,Shares,The number of shares of your reel.,18054852703656389,1,2025-03-14 11:39:03
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18054852703656389,320,2025-03-14 11:39:03
views,lifetime,Views,The number of times your reels was played or displayed,18054852703656389,8252,2025-03-14 11:39:03
comments,lifetime,Comments,The number of comments on your post.,17923410113953861,8,2025-03-14 11:39:03
follows,lifetime,Follows,This is how many accounts started following you.,17923410113953861,16,2025-03-14 11:39:03
likes,lifetime,Likes,The number of likes on your post.,17923410113953861,631,2025-03-14 11:39:03
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17923410113953861,0,2025-03-14 11:39:03
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,17923410113953861,210,2025-03-14 11:39:03
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",17923410113953861,11263,2025-03-14 11:39:03
saved,lifetime,Saved,The number of saves of your post.,17923410113953861,34,2025-03-14 11:39:03
shares,lifetime,Shares,The number of shares of your post.,17923410113953861,16,2025-03-14 11:39:03
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17923410113953861,689,2025-03-14 11:39:03
views,lifetime,Views,The number of times your post was played or displayed.,17923410113953861,12733,2025-03-14 11:39:03
comments,lifetime,Comments,The number of comments on your post.,17903888463018731,27,2025-03-14 11:39:03
follows,lifetime,Follows,This is how many accounts started following you.,17903888463018731,2,2025-03-14 11:39:03
likes,lifetime,Likes,The number of likes on your post.,17903888463018731,199,2025-03-14 11:39:03
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17903888463018731,1,2025-03-14 11:39:03
